task_id,task_category,type,url,seen_in_history,model,agent_type,task_description
Webmall_EndToEnd_Task7,FindAndOrder,additional,https://webmall-4.informatik.uni-mannheim.de/product/corsair-vengeance-lpx-16gb-2x8gb-ddr4-3200mhz-c16-desktop-gaming-memory-black,Yes,Sonnet,MCP,"<task>\nFind the cheapest offer for the Asus ROG Ryuo III 360 ARGB 360mm Liquid CPU Cooler and the cheapest offer for the Corsair Vengeance LPX 16GB Kit (2 x 8GB), add the respective cheapest offers to the shopping cart and complete the checkout process. If they are found in the same shop, put both in the shopping cart and checkout only once. Pay via credit card using the following information: Address: Jessica Morgan, jessica.morgan@yahoo.com, Maple Avenue, 742, 60614, Chicago, IL, USA, Credit card number: 4242424242424242, CVV: 123, expiry date: 12/28.\n</task>"
Webmall_EndToEnd_Task8,FindAndOrder,missed,https://webmall-2.informatik.uni-mannheim.de/product/be-quiet-pure-base-500-gaming-case-with-window-atx-2-x-pure-wings-2-fans-psu-shroud-black,No,Sonnet,NLWeb,"<task>\nFind the cheapest offer for the Be Quiet! Pure Base 500 Gaming Case and the cheapest offer for a PC PSU with more than 550 W, add the respective cheapest offer to the shopping cart and complete the checkout process. If they are found in the same shop, put both in the shopping cart and checkout only once. Pay via credit card using the following information: Address: Jessica Morgan, jessica.morgan@yahoo.com, Maple Avenue, 742, 60614, IL, USA, Credit card number: 4242424242424242, CVV: 123, expiry date: 12/28.\n</task>"
Webmall_EndToEnd_Task8,FindAndOrder,missed,https://webmall-2.informatik.uni-mannheim.de/product/be-quiet-pure-base-500-gaming-case-with-window-atx-2-x-pure-wings-2-fans-psu-shroud-black,Yes,GPT-4.1,MCP,"<task>\nFind the cheapest offer for the Be Quiet! Pure Base 500 Gaming Case and the cheapest offer for a PC PSU with more than 550 W, add the respective cheapest offer to the shopping cart and complete the checkout process. If they are found in the same shop, put both in the shopping cart and checkout only once. Pay via credit card using the following information: Address: Jessica Morgan, jessica.morgan@yahoo.com, Maple Avenue, 742, 60614, {{city}}, IL, USA, Credit card number: 4242424242424242, CVV: 123, expiry date: 12/28.\n</task>"
Webmall_EndToEnd_Task8,Webmall_EndToEnd,missed,https://webmall-2.informatik.uni-mannheim.de/product/fractal-design-560w-ion-2-psu-fully-modular-fluid-dynamic-fan-80-platinum-ultraflex-wires-whisper-quiet-mode,No,GPT-4.1,RAG,"\nFind the cheapest offer for the Be Quiet! Pure Base 500 Gaming Case and the cheapest offer for a PC PSU with more than 550 W, add the respective cheapest offer to the shopping cart and complete the checkout process. If they are found in the same shop, put both in the shopping cart and checkout only once. Pay via credit card using the following information: Address: Jessica Morgan, jessica.morgan@yahoo.com, Maple Avenue, 742, 60614, IL, USA, Credit card number: 4242424242424242, CVV: 123, expiry date: 12/28.\n"
Webmall_EndToEnd_Task8,Webmall_EndToEnd,missed,https://webmall-2.informatik.uni-mannheim.de/product/fractal-design-560w-ion-2-psu-fully-modular-fluid-dynamic-fan-80-platinum-ultraflex-wires-whisper-quiet-mode,No,Sonnet,RAG,"\nFind the cheapest offer for the Be Quiet! Pure Base 500 Gaming Case and the cheapest offer for a PC PSU with more than 550 W, add the respective cheapest offer to the shopping cart and complete the checkout process. If they are found in the same shop, put both in the shopping cart and checkout only once. Pay via credit card using the following information: Address: Jessica Morgan, jessica.morgan@yahoo.com, Maple Avenue, 742, 60614, IL, USA, Credit card number: 4242424242424242, CVV: 123, expiry date: 12/28.\n"
Webmall_EndToEnd_Task8,FindAndOrder,missed,https://webmall-2.informatik.uni-mannheim.de/product/fractal-design-560w-ion-2-psu-fully-modular-fluid-dynamic-fan-80-platinum-ultraflex-wires-whisper-quiet-mode,No,GPT-4.1,NLWeb,"<task>\nFind the cheapest offer for the Be Quiet! Pure Base 500 Gaming Case and the cheapest offer for a PC PSU with more than 550 W, add the respective cheapest offer to the shopping cart and complete the checkout process. If they are found in the same shop, put both in the shopping cart and checkout only once. Pay via credit card using the following information: Address: Jessica Morgan, jessica.morgan@yahoo.com, Maple Avenue, 742, 60614, {{city}}, IL, USA, Credit card number: 4242424242424242, CVV: 123, expiry date: 12/28.\n</task>"
Webmall_EndToEnd_Task8,FindAndOrder,missed,https://webmall-2.informatik.uni-mannheim.de/product/fractal-design-560w-ion-2-psu-fully-modular-fluid-dynamic-fan-80-platinum-ultraflex-wires-whisper-quiet-mode,No,Sonnet,NLWeb,"<task>\nFind the cheapest offer for the Be Quiet! Pure Base 500 Gaming Case and the cheapest offer for a PC PSU with more than 550 W, add the respective cheapest offer to the shopping cart and complete the checkout process. If they are found in the same shop, put both in the shopping cart and checkout only once. Pay via credit card using the following information: Address: Jessica Morgan, jessica.morgan@yahoo.com, Maple Avenue, 742, 60614, IL, USA, Credit card number: 4242424242424242, CVV: 123, expiry date: 12/28.\n</task>"
Webmall_EndToEnd_Task8,FindAndOrder,missed,https://webmall-2.informatik.uni-mannheim.de/product/fractal-design-560w-ion-2-psu-fully-modular-fluid-dynamic-fan-80-platinum-ultraflex-wires-whisper-quiet-mode,No,Sonnet,NLWeb,"<task>\nFind the cheapest offer for the Be Quiet! Pure Base 500 Gaming Case and the cheapest offer for a PC PSU with more than 550 W, add the respective cheapest offer to the shopping cart and complete the checkout process. If they are found in the same shop, put both in the shopping cart and checkout only once. Pay via credit card using the following information: Address: Jessica Morgan, jessica.morgan@yahoo.com, Maple Avenue, 742, 60614, IL, USA, Credit card number: 4242424242424242, CVV: 123, expiry date: 12/28.\n</task>"
Webmall_EndToEnd_Task8,FindAndOrder,missed,https://webmall-2.informatik.uni-mannheim.de/product/fractal-design-560w-ion-2-psu-fully-modular-fluid-dynamic-fan-80-platinum-ultraflex-wires-whisper-quiet-mode,Yes,GPT-4.1,MCP,"<task>\nFind the cheapest offer for the Be Quiet! Pure Base 500 Gaming Case and the cheapest offer for a PC PSU with more than 550 W, add the respective cheapest offer to the shopping cart and complete the checkout process. If they are found in the same shop, put both in the shopping cart and checkout only once. Pay via credit card using the following information: Address: Jessica Morgan, jessica.morgan@yahoo.com, Maple Avenue, 742, 60614, {{city}}, IL, USA, Credit card number: 4242424242424242, CVV: 123, expiry date: 12/28.\n</task>"
Webmall_EndToEnd_Task8,FindAndOrder,missed,https://webmall-2.informatik.uni-mannheim.de/product/fractal-design-560w-ion-2-psu-fully-modular-fluid-dynamic-fan-80-platinum-ultraflex-wires-whisper-quiet-mode,No,Sonnet,MCP,"<task>\nFind the cheapest offer for the Be Quiet! Pure Base 500 Gaming Case and the cheapest offer for a PC PSU with more than 550 W, add the respective cheapest offer to the shopping cart and complete the checkout process. If they are found in the same shop, put both in the shopping cart and checkout only once. Pay via credit card using the following information: Address: Jessica Morgan, jessica.morgan@yahoo.com, Maple Avenue, 742, 60614, Chicago, IL, USA, Credit card number: 4242424242424242, CVV: 123, expiry date: 12/28.\n</task>"
Webmall_EndToEnd_Task8,Webmall_EndToEnd,additional,https://webmall-2.informatik.uni-mannheim.de/product/fsp-hydro-pro-k-600w-non-modular-psu,Yes,GPT-4.1,RAG,"\nFind the cheapest offer for the Be Quiet! Pure Base 500 Gaming Case and the cheapest offer for a PC PSU with more than 550 W, add the respective cheapest offer to the shopping cart and complete the checkout process. If they are found in the same shop, put both in the shopping cart and checkout only once. Pay via credit card using the following information: Address: Jessica Morgan, jessica.morgan@yahoo.com, Maple Avenue, 742, 60614, IL, USA, Credit card number: 4242424242424242, CVV: 123, expiry date: 12/28.\n"
Webmall_EndToEnd_Task8,FindAndOrder,additional,https://webmall-2.informatik.uni-mannheim.de/product/thermaltake-litepower-650w-power-supply-non-modular-atx-2-3-eps-80plus-black-ps-ltp-0650npcnuk-2,No,GPT-4.1,NLWeb,"<task>\nFind the cheapest offer for the Be Quiet! Pure Base 500 Gaming Case and the cheapest offer for a PC PSU with more than 550 W, add the respective cheapest offer to the shopping cart and complete the checkout process. If they are found in the same shop, put both in the shopping cart and checkout only once. Pay via credit card using the following information: Address: Jessica Morgan, jessica.morgan@yahoo.com, Maple Avenue, 742, 60614, {{city}}, IL, USA, Credit card number: 4242424242424242, CVV: 123, expiry date: 12/28.\n</task>"
Webmall_EndToEnd_Task8,FindAndOrder,additional,https://webmall-3.informatik.uni-mannheim.de/product/be-quiet-pure-base-500-gaming-case-with-window-atx-2-x-pure-wings-2-fans-psu-shroud-black,Yes,GPT-4.1,MCP,"<task>\nFind the cheapest offer for the Be Quiet! Pure Base 500 Gaming Case and the cheapest offer for a PC PSU with more than 550 W, add the respective cheapest offer to the shopping cart and complete the checkout process. If they are found in the same shop, put both in the shopping cart and checkout only once. Pay via credit card using the following information: Address: Jessica Morgan, jessica.morgan@yahoo.com, Maple Avenue, 742, 60614, {{city}}, IL, USA, Credit card number: 4242424242424242, CVV: 123, expiry date: 12/28.\n</task>"
Webmall_EndToEnd_Task8,FindAndOrder,additional,https://webmall-3.informatik.uni-mannheim.de/product/corsair-tx650m-power-supply-%e2%9a%a1,No,Sonnet,NLWeb,"<task>\nFind the cheapest offer for the Be Quiet! Pure Base 500 Gaming Case and the cheapest offer for a PC PSU with more than 550 W, add the respective cheapest offer to the shopping cart and complete the checkout process. If they are found in the same shop, put both in the shopping cart and checkout only once. Pay via credit card using the following information: Address: Jessica Morgan, jessica.morgan@yahoo.com, Maple Avenue, 742, 60614, IL, USA, Credit card number: 4242424242424242, CVV: 123, expiry date: 12/28.\n</task>"
Webmall_EndToEnd_Task8,FindAndOrder,additional,https://webmall-3.informatik.uni-mannheim.de/product/corsair-tx650m-power-supply-%e2%9a%a1,Yes,Sonnet,MCP,"<task>\nFind the cheapest offer for the Be Quiet! Pure Base 500 Gaming Case and the cheapest offer for a PC PSU with more than 550 W, add the respective cheapest offer to the shopping cart and complete the checkout process. If they are found in the same shop, put both in the shopping cart and checkout only once. Pay via credit card using the following information: Address: Jessica Morgan, jessica.morgan@yahoo.com, Maple Avenue, 742, 60614, Chicago, IL, USA, Credit card number: 4242424242424242, CVV: 123, expiry date: 12/28.\n</task>"
Webmall_EndToEnd_Task8,FindAndOrder,additional,https://webmall-3.informatik.uni-mannheim.de/product/fsp-hydro-pro-800w-atx-psu,Yes,GPT-4.1,MCP,"<task>\nFind the cheapest offer for the Be Quiet! Pure Base 500 Gaming Case and the cheapest offer for a PC PSU with more than 550 W, add the respective cheapest offer to the shopping cart and complete the checkout process. If they are found in the same shop, put both in the shopping cart and checkout only once. Pay via credit card using the following information: Address: Jessica Morgan, jessica.morgan@yahoo.com, Maple Avenue, 742, 60614, {{city}}, IL, USA, Credit card number: 4242424242424242, CVV: 123, expiry date: 12/28.\n</task>"
Webmall_EndToEnd_Task8,Webmall_EndToEnd,additional,https://webmall-4.informatik.uni-mannheim.de/product/seasonic-core-gm-650-650w-80-plus-gold-power-supply,Yes,Sonnet,RAG,"\nFind the cheapest offer for the Be Quiet! Pure Base 500 Gaming Case and the cheapest offer for a PC PSU with more than 550 W, add the respective cheapest offer to the shopping cart and complete the checkout process. If they are found in the same shop, put both in the shopping cart and checkout only once. Pay via credit card using the following information: Address: Jessica Morgan, jessica.morgan@yahoo.com, Maple Avenue, 742, 60614, IL, USA, Credit card number: 4242424242424242, CVV: 123, expiry date: 12/28.\n"
Webmall_Find_Compatible_Products_Task1,Webmall_Find_Compatible_Products,missed,https://webmall-1.informatik.uni-mannheim.de/product/asus-rog-falchion-ace-compact-65-mechanical-rgb-gaming-keyboard-wired-dual-usb-c-rog-nx-red-switches-per-key-rgb-lighting-touch-panel-white-edition,Yes,Sonnet,RAG,\nFind all offers for keyboards with the best visual fit and same color to this case: https://webmall-2.informatik.uni-mannheim.de/product/corsair-5000d-airflow-gaming-case-w-glass-window-e-atx-2-x-airguide-fans-high-airflow-front-panel-usb-c-white .\n
Webmall_Find_Compatible_Products_Task1,Compatible_Products,missed,https://webmall-1.informatik.uni-mannheim.de/product/asus-rog-falchion-ace-compact-65-mechanical-rgb-gaming-keyboard-wired-dual-usb-c-rog-nx-red-switches-per-key-rgb-lighting-touch-panel-white-edition,No,GPT-4.1,NLWeb,<task>\nFind all offers for keyboards with the best visual fit and same color to this case: https://webmall-2.informatik.uni-mannheim.de/product/corsair-5000d-airflow-gaming-case-w-glass-window-e-atx-2-x-airguide-fans-high-airflow-front-panel-usb-c-white .\n</task>
Webmall_Find_Compatible_Products_Task1,Webmall_Find_Compatible_Products,missed,https://webmall-1.informatik.uni-mannheim.de/product/asus-rog-falchion-rx-low-profile-compact-65-mechanical-rgb-gaming-keyboard-wireless-usb-rog-rx-red-switches-per-key-rgb-lighting-touch-panel-430-hour-battery-life,No,GPT-4.1,RAG,\nFind all offers for keyboards with the best visual fit and same color to this case: https://webmall-2.informatik.uni-mannheim.de/product/corsair-5000d-airflow-gaming-case-w-glass-window-e-atx-2-x-airguide-fans-high-airflow-front-panel-usb-c-white .\n
Webmall_Find_Compatible_Products_Task1,Webmall_Find_Compatible_Products,missed,https://webmall-1.informatik.uni-mannheim.de/product/asus-rog-falchion-rx-low-profile-compact-65-mechanical-rgb-gaming-keyboard-wireless-usb-rog-rx-red-switches-per-key-rgb-lighting-touch-panel-430-hour-battery-life,Yes,Sonnet,RAG,\nFind all offers for keyboards with the best visual fit and same color to this case: https://webmall-2.informatik.uni-mannheim.de/product/corsair-5000d-airflow-gaming-case-w-glass-window-e-atx-2-x-airguide-fans-high-airflow-front-panel-usb-c-white .\n
Webmall_Find_Compatible_Products_Task1,Compatible_Products,missed,https://webmall-1.informatik.uni-mannheim.de/product/asus-rog-falchion-rx-low-profile-compact-65-mechanical-rgb-gaming-keyboard-wireless-usb-rog-rx-red-switches-per-key-rgb-lighting-touch-panel-430-hour-battery-life,No,GPT-4.1,NLWeb,<task>\nFind all offers for keyboards with the best visual fit and same color to this case: https://webmall-2.informatik.uni-mannheim.de/product/corsair-5000d-airflow-gaming-case-w-glass-window-e-atx-2-x-airguide-fans-high-airflow-front-panel-usb-c-white .\n</task>
Webmall_Find_Compatible_Products_Task1,Compatible_Products,missed,https://webmall-1.informatik.uni-mannheim.de/product/asus-rog-falchion-rx-low-profile-compact-65-mechanical-rgb-gaming-keyboard-wireless-usb-rog-rx-red-switches-per-key-rgb-lighting-touch-panel-430-hour-battery-life,No,Sonnet,NLWeb,<task>\nFind all offers for keyboards with the best visual fit and same color to this case: https://webmall-2.informatik.uni-mannheim.de/product/corsair-5000d-airflow-gaming-case-w-glass-window-e-atx-2-x-airguide-fans-high-airflow-front-panel-usb-c-white .\n</task>
Webmall_Find_Compatible_Products_Task1,Compatible_Products,missed,https://webmall-1.informatik.uni-mannheim.de/product/asus-rog-falchion-rx-low-profile-compact-65-mechanical-rgb-gaming-keyboard-wireless-usb-rog-rx-red-switches-per-key-rgb-lighting-touch-panel-430-hour-battery-life,No,GPT-4.1,MCP,<task>\nFind all offers for keyboards with the best visual fit and same color to this case: https://webmall-2.informatik.uni-mannheim.de/product/corsair-5000d-airflow-gaming-case-w-glass-window-e-atx-2-x-airguide-fans-high-airflow-front-panel-usb-c-white .\n</task>
Webmall_Find_Compatible_Products_Task1,Compatible_Products,missed,https://webmall-1.informatik.uni-mannheim.de/product/asus-rog-falchion-rx-low-profile-compact-65-mechanical-rgb-gaming-keyboard-wireless-usb-rog-rx-red-switches-per-key-rgb-lighting-touch-panel-430-hour-battery-life,Yes,Sonnet,MCP,<task>\nFind all offers for keyboards with the best visual fit and same color to this case: https://webmall-2.informatik.uni-mannheim.de/product/corsair-5000d-airflow-gaming-case-w-glass-window-e-atx-2-x-airguide-fans-high-airflow-front-panel-usb-c-white .\n</task>
Webmall_Find_Compatible_Products_Task1,Webmall_Find_Compatible_Products,missed,https://webmall-4.informatik.uni-mannheim.de/product/asus-rog-falchion-rx-low-profile-compact-65-mechanical-rgb-gaming-keyboard-wireless-usb-rog-rx-red-switches-per-key-rgb-lighting-touch-panel-430-hour-battery-life,No,GPT-4.1,RAG,\nFind all offers for keyboards with the best visual fit and same color to this case: https://webmall-2.informatik.uni-mannheim.de/product/corsair-5000d-airflow-gaming-case-w-glass-window-e-atx-2-x-airguide-fans-high-airflow-front-panel-usb-c-white .\n
Webmall_Find_Compatible_Products_Task1,Webmall_Find_Compatible_Products,missed,https://webmall-4.informatik.uni-mannheim.de/product/asus-rog-falchion-rx-low-profile-compact-65-mechanical-rgb-gaming-keyboard-wireless-usb-rog-rx-red-switches-per-key-rgb-lighting-touch-panel-430-hour-battery-life,Yes,Sonnet,RAG,\nFind all offers for keyboards with the best visual fit and same color to this case: https://webmall-2.informatik.uni-mannheim.de/product/corsair-5000d-airflow-gaming-case-w-glass-window-e-atx-2-x-airguide-fans-high-airflow-front-panel-usb-c-white .\n
Webmall_Find_Compatible_Products_Task1,Compatible_Products,missed,https://webmall-4.informatik.uni-mannheim.de/product/asus-rog-falchion-rx-low-profile-compact-65-mechanical-rgb-gaming-keyboard-wireless-usb-rog-rx-red-switches-per-key-rgb-lighting-touch-panel-430-hour-battery-life,No,GPT-4.1,NLWeb,<task>\nFind all offers for keyboards with the best visual fit and same color to this case: https://webmall-2.informatik.uni-mannheim.de/product/corsair-5000d-airflow-gaming-case-w-glass-window-e-atx-2-x-airguide-fans-high-airflow-front-panel-usb-c-white .\n</task>
Webmall_Find_Compatible_Products_Task1,Compatible_Products,missed,https://webmall-4.informatik.uni-mannheim.de/product/asus-rog-falchion-rx-low-profile-compact-65-mechanical-rgb-gaming-keyboard-wireless-usb-rog-rx-red-switches-per-key-rgb-lighting-touch-panel-430-hour-battery-life,No,Sonnet,NLWeb,<task>\nFind all offers for keyboards with the best visual fit and same color to this case: https://webmall-2.informatik.uni-mannheim.de/product/corsair-5000d-airflow-gaming-case-w-glass-window-e-atx-2-x-airguide-fans-high-airflow-front-panel-usb-c-white .\n</task>
Webmall_Find_Compatible_Products_Task1,Compatible_Products,missed,https://webmall-4.informatik.uni-mannheim.de/product/asus-rog-falchion-rx-low-profile-compact-65-mechanical-rgb-gaming-keyboard-wireless-usb-rog-rx-red-switches-per-key-rgb-lighting-touch-panel-430-hour-battery-life,No,GPT-4.1,MCP,<task>\nFind all offers for keyboards with the best visual fit and same color to this case: https://webmall-2.informatik.uni-mannheim.de/product/corsair-5000d-airflow-gaming-case-w-glass-window-e-atx-2-x-airguide-fans-high-airflow-front-panel-usb-c-white .\n</task>
Webmall_Find_Compatible_Products_Task1,Webmall_Find_Compatible_Products,additional,"based on my comprehensive search, i've found several keyboards that would provide excellent visual compatibility with the white corsair 5000d airflow case. here are all the keyboard offers that would match the clean, white aesthetic of your case:

**perfect matches (white gaming keyboards):**

1. **asus rog falchion ace compact 65% mechanical rgb gaming keyboard - white edition** (€149.99)
   - https://webmall-1.informatik.uni-mannheim.de/product/asus-rog-falchion-ace-compact-65-mechanical-rgb-gaming-keyboard-wired-dual-usb-c-rog-nx-red-switches-per-key-rgb-lighting-touch-panel-white-edition/

2. **asus rog strix scope ii nx snow mechanical rgb gaming keyboard** (€139.99 at webmall-1, €129.99 at webmall-3)
   - https://webmall-1.informatik.uni-mannheim.de/product/asus-rog-strix-scope-ii-nx-snow-mechanical-rgb-gaming-keyboard-rog-nx-snow-linear-switches-sound-dampening-pbt-keycaps-intuitive-controls/
   - https://webmall-3.informatik.uni-mannheim.de/product/asus-rog-strix-scope-ii-nx-snow-mechanical-rgb-gaming-keyboard-rog-nx-snow-linear-switches-sound-dampening-pbt-keycaps-intuitive-controls/

3. **gett indukeys magnetic backlit sanitizable silicone usb keyboard - white** (€298.80)
   - https://webmall-2.informatik.uni-mannheim.de/product/gett-indukeys-magnetic-backlit-sanitizable-silicone-usb-keyboard-with-touchpad-ip68-rated-white/

4. **lenovo logitech mk295 silent keyboard and mouse set - off white** (€27.29)
   - https://webmall-1.informatik.uni-mannheim.de/product/lenovo-logitech-mk295-silent-keyboard-and-mouse-set-off-white/
   - https://webmall-1.informatik.uni-mannheim.de/product/lenovo-logitech-mk295-silent-keyboard-and-mouse-set-off-white-2/

**brand match (corsair):**

5. **corsair k57 rgb wireless keyboard with slipstream technology** (€183.42)
   - https://webmall-3.informatik.uni-mannheim.de/product/corsair-k57-rgb-wireless-keyboard-with-slipstream-technology/

**additional white/light options:**

6. **87 keys led backlit mechanical gaming keyboard and professional wired gaming mouse – primecables** (€54.59)
   - https://webmall-2.informatik.uni-mannheim.de/product/87-keys-led-backlit-mechanical-gaming-keyboard-and-professional-wired-gaming-mouse-primecables/

7. **logitech mx mechanical wireless keyboard** (€142.24)
   - https://webmall-4.informatik.uni-mannheim.de/product/logitech-mx-mechanical-wireless-keyboard/

[""https://webmall-1.informatik.uni-mannheim.de/product/asus-rog-falchion-ace-compact-65-mechanical-rgb-gaming-keyboard-wired-dual-usb-c-rog-nx-red-switches-per-key-rgb-lighting-touch-panel-white-edition/"", ""https://webmall-1.informatik.uni-mannheim.de/product/asus-rog-strix-scope-ii-nx-snow-mechanical-rgb-gaming-keyboard-rog-nx-snow-linear-switches-sound-dampening-pbt-keycaps-intuitive-controls/"", ""https://webmall-3.informatik.uni-mannheim.de/product/asus-rog",No,Sonnet,RAG,\nFind all offers for keyboards with the best visual fit and same color to this case: https://webmall-2.informatik.uni-mannheim.de/product/corsair-5000d-airflow-gaming-case-w-glass-window-e-atx-2-x-airguide-fans-high-airflow-front-panel-usb-c-white .\n
Webmall_Find_Compatible_Products_Task1,Compatible_Products,additional,https://webmall-1.informatik.uni-mannheim.de/product/asus-rog-strix-scope-ii-nx-snow-mechanical-rgb-gaming-keyboard-rog-nx-snow-linear-switches-sound-dampening-pbt-keycaps-intuitive-controls,No,Sonnet,NLWeb,<task>\nFind all offers for keyboards with the best visual fit and same color to this case: https://webmall-2.informatik.uni-mannheim.de/product/corsair-5000d-airflow-gaming-case-w-glass-window-e-atx-2-x-airguide-fans-high-airflow-front-panel-usb-c-white .\n</task>
Webmall_Find_Compatible_Products_Task1,Compatible_Products,additional,https://webmall-1.informatik.uni-mannheim.de/product/asus-rog-strix-scope-ii-nx-snow-mechanical-rgb-gaming-keyboard-rog-nx-snow-linear-switches-sound-dampening-pbt-keycaps-intuitive-controls,Yes,Sonnet,MCP,<task>\nFind all offers for keyboards with the best visual fit and same color to this case: https://webmall-2.informatik.uni-mannheim.de/product/corsair-5000d-airflow-gaming-case-w-glass-window-e-atx-2-x-airguide-fans-high-airflow-front-panel-usb-c-white .\n</task>
Webmall_Find_Compatible_Products_Task1,Compatible_Products,additional,https://webmall-1.informatik.uni-mannheim.de/product/lenovo-logitech-mk295-silent-keyboard-and-mouse-set-off-white,Yes,GPT-4.1,MCP,<task>\nFind all offers for keyboards with the best visual fit and same color to this case: https://webmall-2.informatik.uni-mannheim.de/product/corsair-5000d-airflow-gaming-case-w-glass-window-e-atx-2-x-airguide-fans-high-airflow-front-panel-usb-c-white .\n</task>
Webmall_Find_Compatible_Products_Task1,Compatible_Products,additional,https://webmall-1.informatik.uni-mannheim.de/product/lenovo-logitech-mk295-silent-keyboard-and-mouse-set-off-white,Yes,Sonnet,MCP,<task>\nFind all offers for keyboards with the best visual fit and same color to this case: https://webmall-2.informatik.uni-mannheim.de/product/corsair-5000d-airflow-gaming-case-w-glass-window-e-atx-2-x-airguide-fans-high-airflow-front-panel-usb-c-white .\n</task>
Webmall_Find_Compatible_Products_Task1,Compatible_Products,additional,https://webmall-1.informatik.uni-mannheim.de/product/magic-keyboard-with-numeric-keypad-british-english,Yes,GPT-4.1,MCP,<task>\nFind all offers for keyboards with the best visual fit and same color to this case: https://webmall-2.informatik.uni-mannheim.de/product/corsair-5000d-airflow-gaming-case-w-glass-window-e-atx-2-x-airguide-fans-high-airflow-front-panel-usb-c-white .\n</task>
Webmall_Find_Compatible_Products_Task1,Compatible_Products,additional,https://webmall-2.informatik.uni-mannheim.de/product/bluetooth-wireless-gaming-keyboard-and-mouse,Yes,GPT-4.1,MCP,<task>\nFind all offers for keyboards with the best visual fit and same color to this case: https://webmall-2.informatik.uni-mannheim.de/product/corsair-5000d-airflow-gaming-case-w-glass-window-e-atx-2-x-airguide-fans-high-airflow-front-panel-usb-c-white .\n</task>
Webmall_Find_Compatible_Products_Task1,Compatible_Products,additional,https://webmall-2.informatik.uni-mannheim.de/product/gett-cleantype-antibacterial-keyboard-ip68-rated-clean-mode-setting,No,GPT-4.1,NLWeb,<task>\nFind all offers for keyboards with the best visual fit and same color to this case: https://webmall-2.informatik.uni-mannheim.de/product/corsair-5000d-airflow-gaming-case-w-glass-window-e-atx-2-x-airguide-fans-high-airflow-front-panel-usb-c-white .\n</task>
Webmall_Find_Compatible_Products_Task1,Compatible_Products,additional,https://webmall-2.informatik.uni-mannheim.de/product/gett-cleantype-antibacterial-keyboard-ip68-rated-clean-mode-setting,Yes,GPT-4.1,MCP,<task>\nFind all offers for keyboards with the best visual fit and same color to this case: https://webmall-2.informatik.uni-mannheim.de/product/corsair-5000d-airflow-gaming-case-w-glass-window-e-atx-2-x-airguide-fans-high-airflow-front-panel-usb-c-white .\n</task>
Webmall_Find_Compatible_Products_Task1,Webmall_Find_Compatible_Products,additional,https://webmall-2.informatik.uni-mannheim.de/product/gett-indukeys-magnetic-backlit-sanitizable-silicone-usb-keyboard-with-touchpad-ip68-rated-white,Yes,GPT-4.1,RAG,\nFind all offers for keyboards with the best visual fit and same color to this case: https://webmall-2.informatik.uni-mannheim.de/product/corsair-5000d-airflow-gaming-case-w-glass-window-e-atx-2-x-airguide-fans-high-airflow-front-panel-usb-c-white .\n
Webmall_Find_Compatible_Products_Task1,Compatible_Products,additional,https://webmall-2.informatik.uni-mannheim.de/product/gett-indukeys-magnetic-backlit-sanitizable-silicone-usb-keyboard-with-touchpad-ip68-rated-white,No,GPT-4.1,NLWeb,<task>\nFind all offers for keyboards with the best visual fit and same color to this case: https://webmall-2.informatik.uni-mannheim.de/product/corsair-5000d-airflow-gaming-case-w-glass-window-e-atx-2-x-airguide-fans-high-airflow-front-panel-usb-c-white .\n</task>
Webmall_Find_Compatible_Products_Task1,Compatible_Products,additional,https://webmall-2.informatik.uni-mannheim.de/product/gett-indukeys-magnetic-backlit-sanitizable-silicone-usb-keyboard-with-touchpad-ip68-rated-white,Yes,GPT-4.1,MCP,<task>\nFind all offers for keyboards with the best visual fit and same color to this case: https://webmall-2.informatik.uni-mannheim.de/product/corsair-5000d-airflow-gaming-case-w-glass-window-e-atx-2-x-airguide-fans-high-airflow-front-panel-usb-c-white .\n</task>
Webmall_Find_Compatible_Products_Task1,Compatible_Products,additional,https://webmall-2.informatik.uni-mannheim.de/product/gett-indukeys-magnetic-backlit-sanitizable-silicone-usb-keyboard-with-touchpad-ip68-rated-white,Yes,Sonnet,MCP,<task>\nFind all offers for keyboards with the best visual fit and same color to this case: https://webmall-2.informatik.uni-mannheim.de/product/corsair-5000d-airflow-gaming-case-w-glass-window-e-atx-2-x-airguide-fans-high-airflow-front-panel-usb-c-white .\n</task>
Webmall_Find_Compatible_Products_Task1,Webmall_Find_Compatible_Products,additional,https://webmall-2.informatik.uni-mannheim.de/product/gett-indukeys-magnetic-sanitizable-silicone-usb-keyboard-with-touchpad-ip68-rated-white,Yes,GPT-4.1,RAG,\nFind all offers for keyboards with the best visual fit and same color to this case: https://webmall-2.informatik.uni-mannheim.de/product/corsair-5000d-airflow-gaming-case-w-glass-window-e-atx-2-x-airguide-fans-high-airflow-front-panel-usb-c-white .\n
Webmall_Find_Compatible_Products_Task1,Compatible_Products,additional,https://webmall-2.informatik.uni-mannheim.de/product/gett-indukeys-magnetic-sanitizable-silicone-usb-keyboard-with-touchpad-ip68-rated-white,No,GPT-4.1,NLWeb,<task>\nFind all offers for keyboards with the best visual fit and same color to this case: https://webmall-2.informatik.uni-mannheim.de/product/corsair-5000d-airflow-gaming-case-w-glass-window-e-atx-2-x-airguide-fans-high-airflow-front-panel-usb-c-white .\n</task>
